FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E01027464,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01028163,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01028295,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01028099,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01028123,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01028492,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01028452,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01028176,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01028276,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013310,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01013311,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01028311,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01028360,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01013470,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01013469,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01013318,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01013250,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01013207,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01012968,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013064,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01013209,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013841,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01013222,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012878,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01028457,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01012768,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01028466,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01028137,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01012963,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01013087,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01012873,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01007814,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01007892,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01007104,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01007788,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01007100,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01007167,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01007011,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01007051,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01007288,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01007177,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01023702,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01023745,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01007125,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01007835,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01007232,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01024387,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01024447,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024315,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01024340,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024750,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01024891,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01024402,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024438,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01024027,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01024429,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01007130,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01023995,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01024188,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01023936,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01023974,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01007510,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01007519,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01007956,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01007993,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01025287,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01025374,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01007975,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01025269,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01007475,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01007587,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01007488,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01007635,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01007775,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01008034,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01007593,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01007436,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01007225,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01025227,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01007421,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01007384,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01023515,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01007405,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01007083,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01025029,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025250,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01025032,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01024911,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01025243,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01025349,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025205,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01030059,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01010837,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01010857,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01010872,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01029294,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01010715,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01010827,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01029292,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01010895,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01011032,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01025494,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011050,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01002767,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01010996,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01002718,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002541,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01027700,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01010793,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002470,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01002418,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01027529,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002460,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01002580,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01029263,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01002671,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01029274,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01029429,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01002655,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01002790,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01010781,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01025765,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025713,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024764,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024751,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01025839,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025727,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01025729,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01025829,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01024862,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01024910,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01024731,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01024828,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01024094,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01024205,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01024078,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01024373,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01025538,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01025420,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01025594,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01025783,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01025393,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01025814,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01025462,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01024927,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01025071,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01025158,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01025177,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01025605,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01025706,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01025062,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01003270,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003818,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01003867,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003896,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01000301,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01003650,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003757,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01000297,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003912,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01004058,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01005626,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01004101,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01003635,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003925,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003617,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003429,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01020899,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003749,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01003416,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003388,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01020783,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003395,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003511,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01000283,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01003593,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01000284,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01002404,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003570,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003643,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003698,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01021031,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01006039,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01020514,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01021062,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01005453,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01005454,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01005856,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01005995,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01020791,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01020842,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01021110,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01021175,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01021080,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01021109,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01021166,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01020580,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01020556,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01020628,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01005599,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005400,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01005482,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005433,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005604,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01005712,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01021376,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01005958,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01005675,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01005635,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01020591,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01005643,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01005442,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01005545,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01005271,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01005360,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01005863,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01005563,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005288,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005842,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01028652,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01028481,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01028262,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01028647,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01028545,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01005414,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01028601,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01005420,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01006007,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01005435,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01006043,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01027458,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01027532,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01006044,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01027545,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01006137,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01006153,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01005814,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01005745,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01006111,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01006057,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01006011,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01003467,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01003506,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01003245,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003371,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003156,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01005934,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003553,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003170,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01020854,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01021023,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01020951,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01020776,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003330,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003112,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003117,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01005891,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01028275,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005903,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01005982,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01028389,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01028431,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01028254,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01028267,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01028539,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01028448,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01005947,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005988,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01005914,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01005867,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01028508,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01008832,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01008883,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01008485,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01008586,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01008413,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01000121,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01009039,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01008438,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01002933,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01008404,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002512,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01002690,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01008392,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01008442,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01008574,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01000138,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003004,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01002457,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01000142,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01002679,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01002663,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003009,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003106,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01000176,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01000187,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01000230,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01000072,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01000355,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01002400,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01000257,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01028188,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01028885,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01028930,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01028993,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
